Bowler,Venue,wickets_taken,runs_conceded,balls_bowled,economy_rate
P Negi,MA Chidambaram Stadium,2,121,84,8.642857142857142
P Negi,Maharashtra Cricket Association Stadium,1,18,24,4.5
P Negi,Punjab Cricket Association Stadium,2,25,24,6.25
P Negi,Rajiv Gandhi International Stadium,1,20,12,10.0
P Negi,Saurashtra Cricket Association Stadium,1,21,24,5.25
P Negi,Sawai Mansingh Stadium,4,46,48,5.75
P Negi,Shaheed Veer Narayan Singh International Stadium,3,47,36,7.833333333333333
P Negi,Sheikh Zayed Stadium,0,37,18,12.333333333333334
P Negi,Subrata Roy Sahara Stadium,1,40,48,5.0
P Negi,Wankhede Stadium,3,110,72,9.166666666666666
P Parameswaran,Feroz Shah Kotla,5,59,42,8.428571428571429
P Parameswaran,Holkar Cricket Stadium,2,43,33,7.818181818181818
P Parameswaran,M Chinnaswamy Stadium,1,89,37,14.432432432432432
P Parameswaran,Nehru Stadium,0,21,24,5.25
P Parameswaran,Rajiv Gandhi International Stadium,1,12,18,4.0
P Prasanth,Holkar Cricket Stadium,0,18,6,18.0
P Ray Barman,Rajiv Gandhi International Stadium,0,56,24,14.0
P Sahu,Feroz Shah Kotla,0,27,15,10.8
P Sahu,Punjab Cricket Association IS Bindra Stadium,3,119,90,7.933333333333334
P Suyal,Sardar Patel Stadium,0,45,24,11.25
P Suyal,Wankhede Stadium,2,106,72,8.833333333333334
PC Valthaty,Eden Gardens,0,13,12,6.5
PC Valthaty,Feroz Shah Kotla,0,13,6,13.0
PC Valthaty,Himachal Pradesh Cricket Association Stadium,3,88,72,7.333333333333333
PC Valthaty,Punjab Cricket Association Stadium,0,36,25,8.639999999999999
PC Valthaty,Rajiv Gandhi International Stadium,4,29,24,7.25
PC Valthaty,Sawai Mansingh Stadium,0,16,6,16.0
PC Valthaty,Wankhede Stadium,0,10,6,10.0
PD Collingwood,Brabourne Stadium,0,27,24,6.75
PD Collingwood,Eden Gardens,0,19,12,9.5
PD Collingwood,Feroz Shah Kotla,5,55,53,6.226415094339623
PH Solanki,Brabourne Stadium,2,20,12,10.0
PH Solanki,Wankhede Stadium,0,18,24,4.5
PJ Cummins,Brabourne Stadium,2,141,71,11.915492957746478
PJ Cummins,Dr DY Patil Sports Academy,4,22,24,5.5
PJ Cummins,Dubai International Cricket Stadium,7,78,66,7.090909090909091
PJ Cummins,Eden Gardens,3,105,66,9.545454545454545
PJ Cummins,Feroz Shah Kotla,10,203,144,8.458333333333334
PJ Cummins,Green Park,1,38,24,9.5
PJ Cummins,M Chinnaswamy Stadium,0,18,12,9.0
PJ Cummins,M.Chinnaswamy Stadium,1,29,24,7.25
PJ Cummins,MA Chidambaram Stadium,4,113,96,7.0625
PJ Cummins,Maharashtra Cricket Association Stadium,4,73,43,10.186046511627907
PJ Cummins,Narendra Modi Stadium,5,55,42,7.857142857142857
PJ Cummins,Rajiv Gandhi International Stadium,0,37,24,9.25
PJ Cummins,Sharjah Cricket Stadium,0,118,72,9.833333333333334
PJ Cummins,Sheikh Zayed Stadium,4,185,150,7.4
PJ Cummins,Wankhede Stadium,2,114,71,9.633802816901408
PJ Sangwan,Brabourne Stadium,5,77,66,7.0
PJ Sangwan,Buffalo Park,1,18,24,4.5
PJ Sangwan,Dr DY Patil Sports Academy,1,44,36,7.333333333333333
PJ Sangwan,Eden Gardens,2,59,42,8.428571428571429
PJ Sangwan,Feroz Shah Kotla,9,235,150,9.4
PJ Sangwan,Green Park,2,72,42,10.285714285714286
PJ Sangwan,Kingsmead,8,75,72,6.25
PJ Sangwan,M Chinnaswamy Stadium,1,117,54,13.0
PJ Sangwan,MA Chidambaram Stadium,1,40,24,10.0
PJ Sangwan,Maharashtra Cricket Association Stadium,2,38,24,9.5
PJ Sangwan,New Wanderers Stadium,2,73,36,12.166666666666666
PJ Sangwan,Newlands,0,19,12,9.5
PJ Sangwan,OUTsurance Oval,1,42,24,10.5
PJ Sangwan,Punjab Cricket Association IS Bindra Stadium,1,49,30,9.8
PJ Sangwan,Punjab Cricket Association Stadium,1,32,24,8.0
PJ Sangwan,Rajiv Gandhi International Stadium,0,64,36,10.666666666666666
PJ Sangwan,Sardar Patel Stadium,1,20,24,5.0
PJ Sangwan,Sawai Mansingh Stadium,0,33,24,8.25
PJ Sangwan,St George's Park,1,32,24,8.0
PJ Sangwan,SuperSport Park,5,101,88,6.886363636363637
PM Sarvesh Kumar,Feroz Shah Kotla,0,24,18,8.0
PM Sarvesh Kumar,Rajiv Gandhi International Stadium,1,18,12,9.0
PP Chawla,Arun Jaitley Stadium,4,55,48,6.875
PP Chawla,Barabati Stadium,4,75,66,6.818181818181818
PP Chawla,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,26,18,8.666666666666666
PP Chawla,Brabourne Stadium,1,44,24,11.0
PP Chawla,De Beers Diamond Oval,1,26,18,8.666666666666666
PP Chawla,Dr DY Patil Sports Academy,0,12,6,12.0
PP Chawla,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,15,6,15.0
PP Chawla,Dubai International Cricket Stadium,6,110,75,8.8
PP Chawla,Eden Gardens,43,956,703,8.15931721194879
PP Chawla,Feroz Shah Kotla,6,166,126,7.904761904761905
PP Chawla,Himachal Pradesh Cricket Association Stadium,13,237,198,7.181818181818182
PP Chawla,Holkar Cricket Stadium,1,46,36,7.666666666666667
PP Chawla,JSCA International Stadium Complex,0,31,18,10.333333333333334
PP Chawla,Kingsmead,5,125,114,6.578947368421052
PP Chawla,M Chinnaswamy Stadium,15,341,246,8.317073170731707
PP Chawla,M.Chinnaswamy Stadium,0,54,42,7.714285714285714
PP Chawla,MA Chidambaram Stadium,12,244,186,7.870967741935484
PP Chawla,Maharashtra Cricket Association Stadium,1,91,66,8.272727272727273
PP Chawla,Narendra Modi Stadium,3,79,42,11.285714285714286
PP Chawla,New Wanderers Stadium,0,20,24,5.0
PP Chawla,Newlands,2,34,29,7.03448275862069
PP Chawla,OUTsurance Oval,0,16,18,5.333333333333333
PP Chawla,Punjab Cricket Association IS Bindra Stadium,3,90,66,8.181818181818182
PP Chawla,Punjab Cricket Association Stadium,24,708,558,7.612903225806452
PP Chawla,Rajiv Gandhi International Stadium,10,240,168,8.571428571428571
PP Chawla,Saurashtra Cricket Association Stadium,1,33,24,8.25
PP Chawla,Sawai Mansingh Stadium,3,146,128,6.84375
PP Chawla,Sharjah Cricket Stadium,1,55,24,13.75
PP Chawla,Sheikh Zayed Stadium,5,87,84,6.214285714285714
PP Chawla,St George's Park,2,27,24,6.75
PP Chawla,Subrata Roy Sahara Stadium,1,33,36,5.5
PP Chawla,SuperSport Park,2,60,42,8.571428571428571
PP Chawla,Wankhede Stadium,15,386,287,8.069686411149826
PP Chawla,Zayed Cricket Stadium,1,38,24,9.5
PP Ojha,Barabati Stadium,3,92,72,7.666666666666667
PP Ojha,Brabourne Stadium,4,60,42,8.571428571428571
PP Ojha,Buffalo Park,0,26,24,6.5
PP Ojha,De Beers Diamond Oval,4,49,45,6.533333333333333
PP Ojha,Dr DY Patil Sports Academy,6,141,131,6.458015267175573
PP Ojha,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,39,24,9.75
PP Ojha,Dubai International Cricket Stadium,1,105,66,9.545454545454545
PP Ojha,Eden Gardens,8,216,174,7.448275862068965
PP Ojha,Feroz Shah Kotla,5,76,66,6.909090909090909
PP Ojha,Himachal Pradesh Cricket Association Stadium,1,44,30,8.8
PP Ojha,Kingsmead,7,58,60,5.8
PP Ojha,M Chinnaswamy Stadium,4,52,48,6.5
PP Ojha,MA Chidambaram Stadium,12,109,120,5.45
PP Ojha,New Wanderers Stadium,3,64,54,7.111111111111111
PP Ojha,Newlands,3,41,48,5.125
PP Ojha,Punjab Cricket Association Stadium,2,58,48,7.25
PP Ojha,Rajiv Gandhi International Stadium,5,274,215,7.6465116279069765
PP Ojha,Sardar Patel Stadium,3,70,42,10.0
PP Ojha,Sawai Mansingh Stadium,2,78,48,9.75
PP Ojha,Sharjah Cricket Stadium,0,26,24,6.5
PP Ojha,Sheikh Zayed Stadium,0,36,24,9.0
PP Ojha,St George's Park,1,27,24,6.75
PP Ojha,Subrata Roy Sahara Stadium,1,52,42,7.428571428571429
PP Ojha,SuperSport Park,3,83,66,7.545454545454546
PP Ojha,Vidarbha Cricket Association Stadium,4,79,60,7.9
PP Ojha,Wankhede Stadium,17,377,302,7.490066225165562
PV Tambe,Brabourne Stadium,1,32,24,8.0
PV Tambe,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,21,24,5.25
PV Tambe,Dubai International Cricket Stadium,1,27,24,6.75
PV Tambe,Eden Gardens,0,15,12,7.5
PV Tambe,Feroz Shah Kotla,3,60,48,7.5
PV Tambe,JSCA International Stadium Complex,0,34,24,8.5
PV Tambe,M Chinnaswamy Stadium,1,63,36,10.5
PV Tambe,MA Chidambaram Stadium,0,24,18,8.0
PV Tambe,Maharashtra Cricket Association Stadium,0,15,18,5.0
PV Tambe,Punjab Cricket Association Stadium,0,36,24,9.0
PV Tambe,Rajiv Gandhi International Stadium,0,20,18,6.666666666666667
PV Tambe,Sardar Patel Stadium,7,168,132,7.636363636363637
PV Tambe,Saurashtra Cricket Association Stadium,3,74,54,8.222222222222221
PV Tambe,Sawai Mansingh Stadium,0,30,24,7.5
PV Tambe,Sharjah Cricket Stadium,0,26,24,6.5
PV Tambe,Sheikh Zayed Stadium,4,43,48,5.375
PV Tambe,Wankhede Stadium,3,75,48,9.375
PVD Chameera,Brabourne Stadium,3,132,66,12.0
PVD Chameera,Dr DY Patil Sports Academy,2,31,18,10.333333333333334
PVD Chameera,Eden Gardens,0,54,24,13.5
PVD Chameera,Maharashtra Cricket Association Stadium,3,65,66,5.909090909090909
PVD Chameera,Wankhede Stadium,3,102,90,6.8
PWH de Silva,Arun Jaitley Stadium,0,32,24,8.0
PWH de Silva,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,20,24,5.0
PWH de Silva,Brabourne Stadium,4,50,54,5.555555555555555
PWH de Silva,Dr DY Patil Sports Academy,7,115,78,8.846153846153847
PWH de Silva,Eden Gardens,1,42,24,10.5
PWH de Silva,M Chinnaswamy Stadium,4,114,78,8.76923076923077
PWH de Silva,Maharashtra Cricket Association Stadium,5,82,66,7.454545454545454
PWH de Silva,Narendra Modi Stadium,1,26,24,6.5
PWH de Silva,Punjab Cricket Association IS Bindra Stadium,2,39,24,9.75
PWH de Silva,Sharjah Cricket Stadium,0,40,24,10.0
PWH de Silva,Wankhede Stadium,11,168,120,8.4
PWH de Silva,Zayed Cricket Stadium,0,20,12,10.0
Pankaj Singh,Feroz Shah Kotla,2,25,24,6.25
Pankaj Singh,Kingsmead,0,34,18,11.333333333333334
Pankaj Singh,M Chinnaswamy Stadium,2,72,48,9.0
Pankaj Singh,MA Chidambaram Stadium,0,30,24,7.5
Pankaj Singh,Punjab Cricket Association Stadium,0,48,18,16.0
Pankaj Singh,Rajiv Gandhi International Stadium,0,14,12,7.0
Pankaj Singh,Sawai Mansingh Stadium,5,214,132,9.727272727272727
Pankaj Singh,St George's Park,2,31,24,7.75
Parvez Rasool,Eden Gardens,0,22,6,22.0
Parvez Rasool,JSCA International Stadium Complex,0,35,24,8.75
Parvez Rasool,M Chinnaswamy Stadium,1,96,60,9.6
Parvez Rasool,MA Chidambaram Stadium,0,11,6,11.0
Parvez Rasool,Rajiv Gandhi International Stadium,1,59,48,7.375
Parvez Rasool,Shaheed Veer Narayan Singh International Stadium,1,20,24,5.0
Parvez Rasool,Subrata Roy Sahara Stadium,1,28,30,5.6
R Ashwin,Arun Jaitley Stadium,1,45,42,6.428571428571429
R Ashwin,Barabati Stadium,0,38,12,19.0
R Ashwin,Barsapara Cricket Stadium,4,50,48,6.25
R Ashwin,Brabourne Stadium,4,116,96,7.25
R Ashwin,Dr DY Patil Sports Academy,4,183,168,6.535714285714286
R Ashwin,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,5,85,90,5.666666666666667
R Ashwin,Dubai International Cricket Stadium,12,299,268,6.694029850746269
R Ashwin,Eden Gardens,10,330,252,7.857142857142857
R Ashwin,Feroz Shah Kotla,7,159,128,7.453125
R Ashwin,Himachal Pradesh Cricket Association Stadium,1,47,48,5.875
R Ashwin,Holkar Cricket Stadium,1,98,70,8.4
R Ashwin,JSCA International Stadium Complex,5,118,120,5.9
R Ashwin,Kingsmead,2,13,24,3.25
R Ashwin,M Chinnaswamy Stadium,4,190,138,8.26086956521739
R Ashwin,M.Chinnaswamy Stadium,3,45,48,5.625
R Ashwin,MA Chidambaram Stadium,52,887,885,6.013559322033898
R Ashwin,Maharashtra Cricket Association Stadium,6,175,144,7.291666666666667
R Ashwin,Narendra Modi Stadium,1,100,66,9.090909090909092
R Ashwin,Nehru Stadium,2,31,24,7.75
R Ashwin,Punjab Cricket Association IS Bindra Stadium,10,337,264,7.659090909090909
R Ashwin,Punjab Cricket Association Stadium,2,73,66,6.636363636363637
R Ashwin,Rajiv Gandhi International Stadium,5,128,120,6.4
R Ashwin,Sardar Patel Stadium,0,21,12,10.5
R Ashwin,Saurashtra Cricket Association Stadium,0,26,24,6.5
R Ashwin,Sawai Mansingh Stadium,11,248,192,7.75
R Ashwin,Shaheed Veer Narayan Singh International Stadium,0,24,24,6.0
R Ashwin,Sharjah Cricket Stadium,6,187,149,7.530201342281879
R Ashwin,Sheikh Zayed Stadium,6,175,120,8.75
R Ashwin,Subrata Roy Sahara Stadium,2,39,36,6.5
R Ashwin,Vidarbha Cricket Association Stadium,2,13,24,3.25
R Ashwin,Wankhede Stadium,17,541,414,7.840579710144928
R Ashwin,Zayed Cricket Stadium,1,20,24,5.0
R Bhatia,Barabati Stadium,2,26,24,6.5
R Bhatia,Brabourne Stadium,0,23,12,11.5
R Bhatia,Buffalo Park,4,15,24,3.75
R Bhatia,Dr DY Patil Sports Academy,1,33,24,8.25
R Bhatia,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,26,18,8.666666666666666
R Bhatia,Dubai International Cricket Stadium,3,13,24,3.25
R Bhatia,Eden Gardens,23,461,384,7.203125
R Bhatia,Feroz Shah Kotla,7,242,198,7.333333333333333
R Bhatia,Holkar Cricket Stadium,0,20,12,10.0
R Bhatia,JSCA International Stadium Complex,1,70,54,7.777777777777778
R Bhatia,Kingsmead,4,50,40,7.5
R Bhatia,M Chinnaswamy Stadium,0,145,84,10.357142857142858
R Bhatia,MA Chidambaram Stadium,3,129,102,7.588235294117647
R Bhatia,Maharashtra Cricket Association Stadium,5,122,108,6.777777777777778
R Bhatia,Nehru Stadium,1,22,18,7.333333333333333
R Bhatia,New Wanderers Stadium,2,30,24,7.5
R Bhatia,OUTsurance Oval,0,22,18,7.333333333333333
R Bhatia,Punjab Cricket Association Stadium,3,58,54,6.444444444444445
R Bhatia,Rajiv Gandhi International Stadium,5,77,66,7.0
R Bhatia,Sardar Patel Stadium,5,110,84,7.857142857142857
R Bhatia,Saurashtra Cricket Association Stadium,0,30,18,10.0
R Bhatia,Sawai Mansingh Stadium,3,60,48,7.5
R Bhatia,Shaheed Veer Narayan Singh International Stadium,0,21,12,10.5
R Bhatia,Sharjah Cricket Stadium,0,38,18,12.666666666666666
R Bhatia,Sheikh Zayed Stadium,3,29,30,5.8
R Bhatia,Subrata Roy Sahara Stadium,3,49,48,6.125
R Bhatia,SuperSport Park,1,29,24,7.25
R Bhatia,Wankhede Stadium,2,41,42,5.857142857142857
R Dhawan,Arun Jaitley Stadium,0,10,6,10.0
R Dhawan,Barabati Stadium,1,55,36,9.166666666666666
R Dhawan,Brabourne Stadium,2,36,24,9.0
R Dhawan,Dr DY Patil Sports Academy,1,43,36,7.166666666666667
R Dhawan,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,21,18,7.0
R Dhawan,Dubai International Cricket Stadium,2,14,24,3.5
R Dhawan,Eden Gardens,1,95,66,8.636363636363637
R Dhawan,Feroz Shah Kotla,0,42,24,10.5
R Dhawan,Himachal Pradesh Cricket Association Stadium,1,26,24,6.5
R Dhawan,Maharashtra Cricket Association Stadium,0,36,30,7.2
R Dhawan,Punjab Cricket Association IS Bindra Stadium,1,35,24,8.75
R Dhawan,Punjab Cricket Association Stadium,6,114,102,6.705882352941177
R Dhawan,Rajiv Gandhi International Stadium,3,77,48,9.625
R Dhawan,Sawai Mansingh Stadium,0,20,12,10.0
R Dhawan,Sharjah Cricket Stadium,1,23,14,9.857142857142856
R Dhawan,Sheikh Zayed Stadium,2,45,42,6.428571428571429
R Dhawan,Wankhede Stadium,5,164,114,8.631578947368421
R Goyal,MA Chidambaram Stadium,0,33,24,8.25
R McLaren,Brabourne Stadium,4,161,114,8.473684210526315
R McLaren,Dr DY Patil Sports Academy,1,50,36,8.333333333333334
R McLaren,Eden Gardens,0,26,18,8.666666666666666
R McLaren,Himachal Pradesh Cricket Association Stadium,0,24,12,12.0
R McLaren,M Chinnaswamy Stadium,3,95,66,8.636363636363637
R McLaren,MA Chidambaram Stadium,0,25,18,8.333333333333334
R McLaren,Punjab Cricket Association Stadium,1,68,48,8.5
R McLaren,Rajiv Gandhi International Stadium,2,33,18,11.0
R McLaren,Wankhede Stadium,3,60,24,15.0
R Ninan,MA Chidambaram Stadium,2,31,18,10.333333333333334
R Ninan,Rajiv Gandhi International Stadium,1,34,18,11.333333333333334
R Parag,Arun Jaitley Stadium,0,14,6,14.0
R Parag,Dr DY Patil Sports Academy,1,23,12,11.5
R Parag,Dubai International Cricket Stadium,0,34,13,15.692307692307693
R Parag,Eden Gardens,0,7,6,7.0
R Parag,Maharashtra Cricket Association Stadium,0,14,6,14.0
R Parag,Sawai Mansingh Stadium,1,90,66,8.181818181818182
R Parag,Sheikh Zayed Stadium,0,13,6,13.0
R Parag,Wankhede Stadium,2,75,36,12.5
R Powell,Barsapara Cricket Stadium,1,18,12,9.0
R Powell,Brabourne Stadium,0,17,6,17.0
R Rampaul,Feroz Shah Kotla,0,35,24,8.75
R Rampaul,JSCA International Stadium Complex,1,17,24,4.25
R Rampaul,M Chinnaswamy Stadium,6,81,70,6.942857142857143
R Rampaul,MA Chidambaram Stadium,3,31,24,7.75
R Rampaul,Punjab Cricket Association Stadium,1,27,24,6.75
R Rampaul,Sawai Mansingh Stadium,2,28,24,7.0
R Rampaul,Sheikh Zayed Stadium,1,16,24,4.0
R Rampaul,Wankhede Stadium,1,35,24,8.75
R Sai Kishore,Eden Gardens,1,43,24,10.75
R Sai Kishore,Maharashtra Cricket Association Stadium,2,7,12,3.5
R Sai Kishore,Narendra Modi Stadium,2,20,12,10.0
R Sai Kishore,Wankhede Stadium,1,51,48,6.375
R Sanjay Yadav,Wankhede Stadium,0,23,12,11.5
R Sathish,Brabourne Stadium,2,51,18,17.0
R Sathish,Eden Gardens,1,11,12,5.5
R Sathish,Feroz Shah Kotla,0,9,6,9.0
R Sathish,MA Chidambaram Stadium,1,31,18,10.333333333333334
R Sathish,Maharashtra Cricket Association Stadium,2,20,18,6.666666666666667
R Sathish,Punjab Cricket Association Stadium,0,39,24,9.75
R Sathish,Rajiv Gandhi International Stadium,0,12,12,6.0
R Sathish,Sawai Mansingh Stadium,0,5,7,4.285714285714286
R Sathish,Wankhede Stadium,0,54,24,13.5
R Sharma,Barabati Stadium,2,42,24,10.5
R Sharma,Brabourne Stadium,1,24,18,8.0
R Sharma,Dr DY Patil Sports Academy,8,171,174,5.896551724137931
R Sharma,Feroz Shah Kotla,1,81,54,9.0
R Sharma,Himachal Pradesh Cricket Association Stadium,1,18,18,6.0
R Sharma,M Chinnaswamy Stadium,2,62,36,10.333333333333334
R Sharma,MA Chidambaram Stadium,2,79,72,6.583333333333333
R Sharma,Maharashtra Cricket Association Stadium,2,21,24,5.25
R Sharma,Punjab Cricket Association Stadium,3,62,60,6.2
R Sharma,Rajiv Gandhi International Stadium,2,45,48,5.625
R Sharma,Sardar Patel Stadium,0,30,22,8.181818181818182
R Sharma,Sawai Mansingh Stadium,3,82,66,7.454545454545454
R Sharma,Shaheed Veer Narayan Singh International Stadium,1,23,18,7.666666666666667
R Sharma,Sharjah Cricket Stadium,1,33,18,11.0
R Sharma,Subrata Roy Sahara Stadium,11,252,204,7.411764705882353
R Sharma,Wankhede Stadium,2,57,66,5.181818181818182
R Shepherd,Dr DY Patil Sports Academy,3,42,24,10.5
R Shepherd,Maharashtra Cricket Association Stadium,1,33,24,8.25
R Shepherd,Wankhede Stadium,0,23,6,23.0
R Shukla,Feroz Shah Kotla,3,71,42,10.142857142857142
R Shukla,M Chinnaswamy Stadium,1,41,24,10.25
R Shukla,MA Chidambaram Stadium,0,24,12,12.0
R Shukla,Sardar Patel Stadium,1,44,24,11.0
R Shukla,Sawai Mansingh Stadium,2,28,18,9.333333333333334
R Tewatia,Arun Jaitley Stadium,2,122,84,8.714285714285714
R Tewatia,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,8,6,8.0
R Tewatia,Brabourne Stadium,0,35,12,17.5
R Tewatia,Dr DY Patil Sports Academy,1,19,12,9.5
R Tewatia,Dubai International Cricket Stadium,6,222,174,7.655172413793103
R Tewatia,Eden Gardens,3,18,18,6.0
R Tewatia,M Chinnaswamy Stadium,1,17,18,5.666666666666667
R Tewatia,M.Chinnaswamy Stadium,0,26,18,8.666666666666666
R Tewatia,Maharashtra Cricket Association Stadium,0,59,42,8.428571428571429
R Tewatia,Narendra Modi Stadium,0,7,7,6.0
R Tewatia,Punjab Cricket Association IS Bindra Stadium,3,42,48,5.25
R Tewatia,Punjab Cricket Association Stadium,2,24,24,6.0
R Tewatia,Sardar Patel Stadium,0,18,12,9.0
R Tewatia,Sawai Mansingh Stadium,0,29,24,7.25
R Tewatia,Sharjah Cricket Stadium,6,87,60,8.7
R Tewatia,Sheikh Zayed Stadium,1,106,102,6.235294117647059
R Tewatia,Wankhede Stadium,5,185,122,9.098360655737705
R Tewatia,Zayed Cricket Stadium,4,56,42,8.0
R Vinay Kumar,Brabourne Stadium,3,25,24,6.25
R Vinay Kumar,Dr DY Patil Sports Academy,1,40,30,8.0
R Vinay Kumar,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,33,24,8.25
R Vinay Kumar,Dubai International Cricket Stadium,1,35,24,8.75
R Vinay Kumar,Eden Gardens,13,264,189,8.380952380952381
R Vinay Kumar,Feroz Shah Kotla,5,194,126,9.238095238095237
R Vinay Kumar,Green Park,2,17,18,5.666666666666667
R Vinay Kumar,Holkar Cricket Stadium,0,28,18,9.333333333333334
R Vinay Kumar,JSCA International Stadium Complex,2,43,38,6.7894736842105265
R Vinay Kumar,Kingsmead,2,34,24,8.5
R Vinay Kumar,M Chinnaswamy Stadium,30,648,481,8.083160083160083
R Vinay Kumar,MA Chidambaram Stadium,5,228,124,11.032258064516128
R Vinay Kumar,Nehru Stadium,9,136,112,7.285714285714286
R Vinay Kumar,New Wanderers Stadium,4,100,72,8.333333333333334
R Vinay Kumar,Newlands,0,25,18,8.333333333333334
R Vinay Kumar,Punjab Cricket Association Stadium,5,140,96,8.75
R Vinay Kumar,Rajiv Gandhi International Stadium,7,70,66,6.363636363636363
R Vinay Kumar,Sardar Patel Stadium,3,55,42,7.857142857142857
R Vinay Kumar,Sawai Mansingh Stadium,4,139,89,9.370786516853933
R Vinay Kumar,Sharjah Cricket Stadium,2,26,24,6.5
R Vinay Kumar,Sheikh Zayed Stadium,0,15,12,7.5
R Vinay Kumar,St George's Park,1,70,50,8.399999999999999
R Vinay Kumar,Subrata Roy Sahara Stadium,6,63,48,7.875
R Vinay Kumar,SuperSport Park,2,42,30,8.4
R Vinay Kumar,Vidarbha Cricket Association Stadium,1,19,18,6.333333333333333
R Vinay Kumar,Wankhede Stadium,11,399,252,9.5
RA Jadeja,Arun Jaitley Stadium,4,144,108,8.0
RA Jadeja,Barabati Stadium,0,37,18,12.333333333333334
RA Jadeja,Brabourne Stadium,3,86,60,8.6
RA Jadeja,De Beers Diamond Oval,2,40,38,6.315789473684211
RA Jadeja,Dr DY Patil Sports Academy,5,118,90,7.866666666666666
RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,39,42,5.571428571428571
RA Jadeja,Dubai International Cricket Stadium,12,315,234,8.076923076923077
RA Jadeja,Eden Gardens,9,355,234,9.102564102564102
RA Jadeja,Feroz Shah Kotla,7,152,114,8.0
RA Jadeja,Green Park,0,82,60,8.2
RA Jadeja,Holkar Cricket Stadium,0,32,24,8.0
RA Jadeja,JSCA International Stadium Complex,9,116,100,6.959999999999999
RA Jadeja,Kingsmead,0,37,24,9.25
RA Jadeja,M Chinnaswamy Stadium,8,210,168,7.5
RA Jadeja,M.Chinnaswamy Stadium,2,51,36,8.5
RA Jadeja,MA Chidambaram Stadium,30,740,642,6.91588785046729
RA Jadeja,Maharashtra Cricket Association Stadium,8,218,180,7.266666666666667
RA Jadeja,Narendra Modi Stadium,2,66,48,8.25
RA Jadeja,Nehru Stadium,2,101,78,7.769230769230769
RA Jadeja,OUTsurance Oval,0,13,12,6.5
RA Jadeja,Punjab Cricket Association IS Bindra Stadium,3,65,48,8.125
RA Jadeja,Punjab Cricket Association Stadium,2,47,42,6.714285714285714
RA Jadeja,Rajiv Gandhi International Stadium,1,90,84,6.428571428571429
RA Jadeja,Sardar Patel Stadium,1,29,24,7.25
RA Jadeja,Saurashtra Cricket Association Stadium,7,233,163,8.576687116564417
