Bowler,Venue,wickets_taken,runs_conceded,balls_bowled,economy_rate
MJ McClenaghan,M.Chinnaswamy Stadium,2,58,36,9.666666666666666
MJ McClenaghan,MA Chidambaram Stadium,1,34,24,8.5
MJ McClenaghan,Maharashtra Cricket Association Stadium,4,89,72,7.416666666666667
MJ McClenaghan,Punjab Cricket Association IS Bindra Stadium,2,67,48,8.375
MJ McClenaghan,Punjab Cricket Association Stadium,0,25,24,6.25
MJ McClenaghan,Rajiv Gandhi International Stadium,4,99,93,6.387096774193548
MJ McClenaghan,Sawai Mansingh Stadium,1,32,18,10.666666666666666
MJ McClenaghan,Wankhede Stadium,39,887,600,8.87
MJ Santner,Brabourne Stadium,1,15,18,5.0
MJ Santner,Dr DY Patil Sports Academy,1,16,18,5.333333333333333
MJ Santner,Dubai International Cricket Stadium,2,53,42,7.571428571428571
MJ Santner,Eden Gardens,1,30,24,7.5
MJ Santner,MA Chidambaram Stadium,3,60,60,6.0
MJ Santner,Maharashtra Cricket Association Stadium,1,36,18,12.0
MJ Santner,Narendra Modi Stadium,0,32,24,8.0
MJ Santner,Sawai Mansingh Stadium,1,25,24,6.25
MJ Santner,Wankhede Stadium,3,91,84,6.5
MK Lomror,Arun Jaitley Stadium,0,13,6,13.0
MK Lomror,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,4,6,4.0
MK Lomror,Dubai International Cricket Stadium,1,42,36,7.0
MK Lomror,Sawai Mansingh Stadium,0,27,18,9.0
MK Lomror,Wankhede Stadium,0,18,12,9.0
MK Lomror,Zayed Cricket Stadium,0,5,6,5.0
MK Tiwary,Eden Gardens,1,34,18,11.333333333333334
MK Tiwary,Kingsmead,0,11,6,11.0
MK Tiwary,Rajiv Gandhi International Stadium,0,10,6,10.0
MK Tiwary,Sardar Patel Stadium,0,28,12,14.0
MM Ali,Arun Jaitley Stadium,2,42,42,6.0
MM Ali,Brabourne Stadium,1,43,36,7.166666666666667
MM Ali,Dr DY Patil Sports Academy,3,42,48,5.25
MM Ali,Dubai International Cricket Stadium,3,97,84,6.928571428571429
MM Ali,Eden Gardens,2,33,12,16.5
MM Ali,Holkar Cricket Stadium,4,13,13,6.0
MM Ali,M Chinnaswamy Stadium,1,13,6,13.0
MM Ali,M.Chinnaswamy Stadium,3,78,60,7.8
MM Ali,MA Chidambaram Stadium,6,151,132,6.863636363636363
MM Ali,Maharashtra Cricket Association Stadium,2,45,36,7.5
MM Ali,Punjab Cricket Association IS Bindra Stadium,1,19,24,4.75
MM Ali,Rajiv Gandhi International Stadium,0,48,36,8.0
MM Ali,Sawai Mansingh Stadium,0,50,30,10.0
MM Ali,Sharjah Cricket Stadium,0,5,6,5.0
MM Ali,Sheikh Zayed Stadium,0,4,6,4.0
MM Ali,Wankhede Stadium,8,103,101,6.118811881188119
MM Ali,Zayed Cricket Stadium,0,23,14,9.857142857142856
MM Patel,De Beers Diamond Oval,0,3,6,3.0
MM Patel,Dr DY Patil Sports Academy,1,65,54,7.222222222222222
MM Patel,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4,20,24,5.0
MM Patel,Eden Gardens,3,54,48,6.75
MM Patel,Feroz Shah Kotla,0,113,78,8.692307692307692
MM Patel,Green Park,0,22,18,7.333333333333333
MM Patel,Kingsmead,6,36,47,4.595744680851064
MM Patel,M Chinnaswamy Stadium,4,147,102,8.647058823529411
MM Patel,MA Chidambaram Stadium,6,111,72,9.25
MM Patel,Newlands,4,49,42,7.0
MM Patel,OUTsurance Oval,2,39,24,9.75
MM Patel,Punjab Cricket Association Stadium,7,142,96,8.875
MM Patel,Rajiv Gandhi International Stadium,1,90,48,11.25
MM Patel,Sardar Patel Stadium,3,52,36,8.666666666666666
MM Patel,Sawai Mansingh Stadium,10,172,168,6.142857142857143
MM Patel,St George's Park,0,23,12,11.5
MM Patel,Subrata Roy Sahara Stadium,1,24,24,6.0
MM Patel,SuperSport Park,5,55,60,5.5
MM Patel,Wankhede Stadium,24,445,378,7.063492063492063
MM Sharma,Barabati Stadium,2,38,24,9.5
MM Sharma,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,4,17,18,5.666666666666667
MM Sharma,Brabourne Stadium,3,42,24,10.5
MM Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3,65,48,8.125
MM Sharma,Dubai International Cricket Stadium,6,27,36,4.5
MM Sharma,Eden Gardens,5,208,156,8.0
MM Sharma,Feroz Shah Kotla,8,140,100,8.399999999999999
MM Sharma,Holkar Cricket Stadium,2,165,93,10.64516129032258
MM Sharma,JSCA International Stadium Complex,7,121,96,7.5625
MM Sharma,M Chinnaswamy Stadium,4,180,114,9.473684210526315
MM Sharma,M.Chinnaswamy Stadium,0,45,21,12.857142857142858
MM Sharma,MA Chidambaram Stadium,19,348,288,7.25
MM Sharma,Maharashtra Cricket Association Stadium,1,34,25,8.16
MM Sharma,Narendra Modi Stadium,21,181,140,7.757142857142857
MM Sharma,Punjab Cricket Association IS Bindra Stadium,18,453,310,8.76774193548387
MM Sharma,Rajiv Gandhi International Stadium,6,131,90,8.733333333333333
MM Sharma,Sardar Patel Stadium,0,33,24,8.25
MM Sharma,Saurashtra Cricket Association Stadium,4,57,48,7.125
MM Sharma,Sawai Mansingh Stadium,2,55,47,7.021276595744681
MM Sharma,Shaheed Veer Narayan Singh International Stadium,0,17,12,8.5
MM Sharma,Sharjah Cricket Stadium,2,27,24,6.75
MM Sharma,Sheikh Zayed Stadium,1,52,35,8.914285714285715
MM Sharma,Subrata Roy Sahara Stadium,3,21,24,5.25
MM Sharma,Wankhede Stadium,9,329,198,9.969696969696969
MN Samuels,Barabati Stadium,1,33,18,11.0
MN Samuels,Feroz Shah Kotla,0,34,18,11.333333333333334
MN Samuels,M Chinnaswamy Stadium,1,5,12,2.5
MN Samuels,MA Chidambaram Stadium,3,39,24,9.75
MN Samuels,Punjab Cricket Association Stadium,0,27,22,7.363636363636364
MN Samuels,Rajiv Gandhi International Stadium,1,34,24,8.5
MN Samuels,Subrata Roy Sahara Stadium,3,91,72,7.583333333333333
MN Samuels,Wankhede Stadium,1,21,24,5.25
MP Stoinis,Arun Jaitley Stadium,0,24,18,8.0
MP Stoinis,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2,31,24,7.75
MP Stoinis,Brabourne Stadium,1,28,18,9.333333333333334
MP Stoinis,Dr DY Patil Sports Academy,3,37,18,12.333333333333334
MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4,15,24,3.75
MP Stoinis,Dubai International Cricket Stadium,2,69,49,8.448979591836736
MP Stoinis,Eden Gardens,1,72,51,8.470588235294118
MP Stoinis,Holkar Cricket Stadium,3,139,78,10.692307692307692
MP Stoinis,M.Chinnaswamy Stadium,1,61,40,9.15
MP Stoinis,MA Chidambaram Stadium,1,20,18,6.666666666666667
MP Stoinis,Narendra Modi Stadium,1,56,24,14.0
MP Stoinis,Punjab Cricket Association IS Bindra Stadium,5,158,89,10.651685393258427
MP Stoinis,Saurashtra Cricket Association Stadium,1,35,30,7.0
MP Stoinis,Sawai Mansingh Stadium,3,71,54,7.888888888888889
MP Stoinis,Sharjah Cricket Stadium,3,73,42,10.428571428571429
MP Stoinis,Sheikh Zayed Stadium,6,120,76,9.473684210526317
MP Stoinis,Wankhede Stadium,1,98,42,14.0
MR Marsh,Arun Jaitley Stadium,7,118,79,8.962025316455696
MR Marsh,Brabourne Stadium,1,36,24,9.0
MR Marsh,Dr DY Patil Sports Academy,3,96,60,9.6
MR Marsh,Dubai International Cricket Stadium,0,6,4,9.0
MR Marsh,Feroz Shah Kotla,1,19,12,9.5
MR Marsh,Himachal Pradesh Cricket Association Stadium,0,32,24,8.0
MR Marsh,M Chinnaswamy Stadium,4,111,54,12.333333333333334
MR Marsh,MA Chidambaram Stadium,5,53,42,7.571428571428571
MR Marsh,Maharashtra Cricket Association Stadium,1,26,24,6.5
MR Marsh,Punjab Cricket Association Stadium,2,26,24,6.5
MR Marsh,Rajiv Gandhi International Stadium,6,55,60,5.5
MR Marsh,Saurashtra Cricket Association Stadium,0,10,6,10.0
MR Marsh,Subrata Roy Sahara Stadium,2,41,38,6.473684210526316
MR Marsh,Wankhede Stadium,3,52,48,6.5
MS Gony,Dr DY Patil Sports Academy,1,30,24,7.5
MS Gony,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,54,24,13.5
MS Gony,Eden Gardens,1,50,42,7.142857142857143
MS Gony,Feroz Shah Kotla,1,36,24,9.0
MS Gony,Kingsmead,1,74,42,10.571428571428571
MS Gony,M Chinnaswamy Stadium,3,81,48,10.125
MS Gony,MA Chidambaram Stadium,8,261,186,8.419354838709678
MS Gony,Nehru Stadium,1,19,18,6.333333333333333
MS Gony,New Wanderers Stadium,1,23,12,11.5
MS Gony,Newlands,2,32,24,8.0
MS Gony,Punjab Cricket Association Stadium,6,195,132,8.863636363636363
MS Gony,Rajiv Gandhi International Stadium,7,197,156,7.576923076923077
MS Gony,Saurashtra Cricket Association Stadium,0,32,12,16.0
MS Gony,Sawai Mansingh Stadium,0,25,18,8.333333333333334
MS Gony,St George's Park,1,24,18,8.0
MS Gony,Subrata Roy Sahara Stadium,2,27,24,6.75
MS Gony,SuperSport Park,0,19,6,19.0
MS Gony,Wankhede Stadium,4,88,66,8.0
MW Short,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,10,12,5.0
MW Short,Punjab Cricket Association IS Bindra Stadium,0,8,6,8.0
MW Short,Wankhede Stadium,0,7,6,7.0
Mandeep Singh,Eden Gardens,0,18,6,18.0
Mandeep Singh,Punjab Cricket Association IS Bindra Stadium,0,8,6,8.0
Mashrafe Mortaza,New Wanderers Stadium,1,58,24,14.5
Mayank Dagar,MA Chidambaram Stadium,0,21,18,7.0
Mayank Dagar,Rajiv Gandhi International Stadium,0,25,24,6.25
Mayank Dagar,Wankhede Stadium,1,37,24,9.25
Mohammad Asif,Dr DY Patil Sports Academy,1,46,24,11.5
Mohammad Asif,Feroz Shah Kotla,1,126,72,10.5
Mohammad Asif,MA Chidambaram Stadium,1,34,24,8.5
Mohammad Asif,Punjab Cricket Association Stadium,2,39,24,9.75
Mohammad Asif,Rajiv Gandhi International Stadium,2,19,24,4.75
Mohammad Asif,Wankhede Stadium,2,32,24,8.0
Mohammad Hafeez,Eden Gardens,1,24,30,4.8
Mohammad Hafeez,MA Chidambaram Stadium,0,16,12,8.0
Mohammad Hafeez,Punjab Cricket Association Stadium,1,28,18,9.333333333333334
Mohammad Nabi,Arun Jaitley Stadium,2,42,30,8.4
Mohammad Nabi,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,29,24,7.25
Mohammad Nabi,Green Park,0,17,18,5.666666666666667
Mohammad Nabi,M.Chinnaswamy Stadium,0,26,14,11.142857142857142
Mohammad Nabi,MA Chidambaram Stadium,2,32,24,8.0
Mohammad Nabi,Punjab Cricket Association IS Bindra Stadium,0,42,23,10.956521739130434
Mohammad Nabi,Rajiv Gandhi International Stadium,7,117,126,5.571428571428571
Mohammad Nabi,Sheikh Zayed Stadium,0,23,24,5.75
Mohammad Nabi,Wankhede Stadium,1,23,18,7.666666666666667
Mohammad Nabi,Zayed Cricket Stadium,0,33,18,11.0
Mohammed Shami,Arun Jaitley Stadium,5,62,48,7.75
Mohammed Shami,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,18,18,6.0
Mohammed Shami,Brabourne Stadium,2,117,72,9.75
Mohammed Shami,Dr DY Patil Sports Academy,4,134,96,8.375
Mohammed Shami,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,12,6,12.0
Mohammed Shami,Dubai International Cricket Stadium,12,286,232,7.3965517241379315
Mohammed Shami,Eden Gardens,6,173,96,10.8125
Mohammed Shami,Feroz Shah Kotla,9,427,283,9.053003533568905
Mohammed Shami,Green Park,2,36,24,9.0
Mohammed Shami,M Chinnaswamy Stadium,5,104,72,8.666666666666666
Mohammed Shami,M.Chinnaswamy Stadium,1,53,24,13.25
Mohammed Shami,MA Chidambaram Stadium,4,127,96,7.9375
Mohammed Shami,Maharashtra Cricket Association Stadium,4,55,66,5.0
Mohammed Shami,Narendra Modi Stadium,21,362,292,7.438356164383562
Mohammed Shami,Punjab Cricket Association IS Bindra Stadium,14,343,222,9.27027027027027
Mohammed Shami,Punjab Cricket Association Stadium,1,26,18,8.666666666666666
Mohammed Shami,Rajiv Gandhi International Stadium,4,94,66,8.545454545454545
Mohammed Shami,Saurashtra Cricket Association Stadium,2,31,24,7.75
Mohammed Shami,Sawai Mansingh Stadium,3,115,89,7.752808988764045
Mohammed Shami,Sharjah Cricket Stadium,16,252,168,9.0
Mohammed Shami,Sheikh Zayed Stadium,5,176,114,9.263157894736842
Mohammed Shami,Wankhede Stadium,16,323,228,8.5
Mohammed Shami,Zayed Cricket Stadium,1,42,24,10.5
Mohammed Siraj,Arun Jaitley Stadium,1,74,36,12.333333333333334
Mohammed Siraj,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,24,18,8.0
Mohammed Siraj,Brabourne Stadium,0,86,48,10.75
Mohammed Siraj,Dr DY Patil Sports Academy,4,152,96,9.5
Mohammed Siraj,Dubai International Cricket Stadium,5,121,96,7.5625
Mohammed Siraj,Eden Gardens,2,123,72,10.25
Mohammed Siraj,Feroz Shah Kotla,2,41,24,10.25
Mohammed Siraj,Green Park,4,32,24,8.0
Mohammed Siraj,Holkar Cricket Stadium,1,17,18,5.666666666666667
Mohammed Siraj,M Chinnaswamy Stadium,12,200,168,7.142857142857143
Mohammed Siraj,M.Chinnaswamy Stadium,9,282,169,10.011834319526626
Mohammed Siraj,MA Chidambaram Stadium,3,69,78,5.3076923076923075
Mohammed Siraj,Maharashtra Cricket Association Stadium,2,163,96,10.1875
Mohammed Siraj,Narendra Modi Stadium,1,99,54,11.0
Mohammed Siraj,Punjab Cricket Association IS Bindra Stadium,5,75,48,9.375
Mohammed Siraj,Rajiv Gandhi International Stadium,9,177,138,7.695652173913044
Mohammed Siraj,Sawai Mansingh Stadium,3,68,60,6.8
Mohammed Siraj,Sharjah Cricket Stadium,3,155,108,8.61111111111111
Mohammed Siraj,Sheikh Zayed Stadium,8,93,85,6.564705882352942
Mohammed Siraj,Wankhede Stadium,6,246,168,8.785714285714286
Mohammed Siraj,Zayed Cricket Stadium,0,29,30,5.8
Mohit Rathee,Rajiv Gandhi International Stadium,0,29,12,14.5
Mohsin Khan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,26,18,8.666666666666666
Mohsin Khan,Brabourne Stadium,0,43,24,10.75
Mohsin Khan,Dr DY Patil Sports Academy,3,20,24,5.0
Mohsin Khan,Eden Gardens,1,40,30,8.0
Mohsin Khan,MA Chidambaram Stadium,1,24,18,8.0
Mohsin Khan,Maharashtra Cricket Association Stadium,5,48,66,4.363636363636363
Mohsin Khan,Narendra Modi Stadium,1,42,18,14.0
Mohsin Khan,Wankhede Stadium,5,61,60,6.1
Monu Kumar,Dubai International Cricket Stadium,0,20,12,10.0
Mujeeb Ur Rahman,Arun Jaitley Stadium,2,25,24,6.25
Mujeeb Ur Rahman,Dubai International Cricket Stadium,0,39,24,9.75
Mujeeb Ur Rahman,Eden Gardens,2,32,24,8.0
Mujeeb Ur Rahman,Holkar Cricket Stadium,5,92,62,8.903225806451612
Mujeeb Ur Rahman,M.Chinnaswamy Stadium,1,29,24,7.25
Mujeeb Ur Rahman,MA Chidambaram Stadium,2,29,24,7.25
Mujeeb Ur Rahman,Punjab Cricket Association IS Bindra Stadium,3,167,132,7.590909090909091
Mujeeb Ur Rahman,Rajiv Gandhi International Stadium,1,83,48,10.375
Mujeeb Ur Rahman,Sawai Mansingh Stadium,4,52,48,6.5
Mujeeb Ur Rahman,Sheikh Zayed Stadium,0,44,24,11.0
Mukesh Choudhary,Brabourne Stadium,1,132,69,11.478260869565217
Mukesh Choudhary,Dr DY Patil Sports Academy,7,111,78,8.538461538461538
Mukesh Choudhary,Maharashtra Cricket Association Stadium,5,94,60,9.4
Mukesh Choudhary,Wankhede Stadium,3,87,66,7.909090909090909
Mukesh Kumar,Arun Jaitley Stadium,6,177,96,11.0625
Mukesh Kumar,Barsapara Cricket Stadium,2,36,24,9.0
Mukesh Kumar,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,34,24,8.5
Mukesh Kumar,Himachal Pradesh Cricket Association Stadium,1,52,24,13.0
Mukesh Kumar,Rajiv Gandhi International Stadium,0,27,18,9.0
Mustafizur Rahman,Arun Jaitley Stadium,6,129,93,8.32258064516129
Mustafizur Rahman,Brabourne Stadium,2,49,48,6.125
Mustafizur Rahman,Dr DY Patil Sports Academy,0,26,24,6.5
Mustafizur Rahman,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3,42,42,6.0
Mustafizur Rahman,Dubai International Cricket Stadium,3,76,63,7.238095238095238
Mustafizur Rahman,Eden Gardens,1,32,24,8.0
Mustafizur Rahman,Feroz Shah Kotla,0,28,24,7.0
Mustafizur Rahman,M Chinnaswamy Stadium,4,104,66,9.454545454545455
Mustafizur Rahman,Maharashtra Cricket Association Stadium,3,23,24,5.75
Mustafizur Rahman,Punjab Cricket Association IS Bindra Stadium,1,32,24,8.0
Mustafizur Rahman,Rajiv Gandhi International Stadium,11,205,180,6.833333333333333
Mustafizur Rahman,Saurashtra Cricket Association Stadium,1,19,24,4.75
Mustafizur Rahman,Sawai Mansingh Stadium,1,35,24,8.75
Mustafizur Rahman,Shaheed Veer Narayan Singh International Stadium,1,24,24,6.0
Mustafizur Rahman,Sharjah Cricket Stadium,1,63,38,9.947368421052632
Mustafizur Rahman,Wankhede Stadium,16,484,322,9.01863354037267
Mustafizur Rahman,Zayed Cricket Stadium,2,73,48,9.125
N Rana,Arun Jaitley Stadium,2,17,24,4.25
N Rana,Dr DY Patil Sports Academy,0,9,6,9.0
N Rana,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,3,6,3.0
N Rana,Dubai International Cricket Stadium,0,23,12,11.5
N Rana,Eden Gardens,4,95,54,10.555555555555555
N Rana,M Chinnaswamy Stadium,0,8,6,8.0
N Rana,M.Chinnaswamy Stadium,1,22,12,11.0
N Rana,Punjab Cricket Association IS Bindra Stadium,1,8,6,8.0
N Rana,Rajiv Gandhi International Stadium,0,5,6,5.0
N Rana,Sawai Mansingh Stadium,2,11,12,5.5
N Rana,Sheikh Zayed Stadium,0,7,6,7.0
N Rana,Wankhede Stadium,0,31,18,10.333333333333334
N Rana,Zayed Cricket Stadium,0,5,6,5.0
NA Saini,Rajiv Gandhi International Stadium,0,34,12,17.0
NB Singh,M Chinnaswamy Stadium,0,8,12,4.0
NB Singh,Saurashtra Cricket Association Stadium,1,7,12,3.5
ND Doshi,Dr DY Patil Sports Academy,1,17,24,4.25
ND Doshi,Holkar Cricket Stadium,1,15,8,11.25
ND Doshi,MA Chidambaram Stadium,0,24,12,12.0
ND Doshi,Sawai Mansingh Stadium,0,23,12,11.5
NJ Rimmington,Dr DY Patil Sports Academy,0,19,18,6.333333333333333
NL McCullum,MA Chidambaram Stadium,0,12,12,6.0
NL McCullum,Sawai Mansingh Stadium,0,22,18,7.333333333333333
NLTC Perera,Brabourne Stadium,0,19,6,19.0
NLTC Perera,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,77,42,11.0
NLTC Perera,Eden Gardens,0,44,24,11.0
NLTC Perera,Feroz Shah Kotla,2,76,60,7.6
NLTC Perera,M Chinnaswamy Stadium,1,75,36,12.5
NLTC Perera,Maharashtra Cricket Association Stadium,12,191,141,8.127659574468085
NLTC Perera,Nehru Stadium,4,62,48,7.75
NLTC Perera,Punjab Cricket Association IS Bindra Stadium,0,30,16,11.25
NLTC Perera,Punjab Cricket Association Stadium,1,19,24,4.75
NLTC Perera,Rajiv Gandhi International Stadium,13,237,181,7.856353591160221
NLTC Perera,Sawai Mansingh Stadium,2,45,36,7.5
NLTC Perera,Subrata Roy Sahara Stadium,0,8,6,8.0
NLTC Perera,Wankhede Stadium,0,112,54,12.444444444444445
NM Coulter-Nile,Arun Jaitley Stadium,0,35,24,8.75
NM Coulter-Nile,Brabourne Stadium,1,38,24,9.5
NM Coulter-Nile,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,47,42,6.714285714285714
NM Coulter-Nile,Dubai International Cricket Stadium,6,97,84,6.928571428571429
NM Coulter-Nile,Eden Gardens,8,169,104,9.75
NM Coulter-Nile,Feroz Shah Kotla,9,180,141,7.659574468085107
NM Coulter-Nile,Himachal Pradesh Cricket Association Stadium,1,29,24,7.25
NM Coulter-Nile,M Chinnaswamy Stadium,4,35,42,5.0
NM Coulter-Nile,MA Chidambaram Stadium,3,30,24,7.5
NM Coulter-Nile,Maharashtra Cricket Association Stadium,0,62,36,10.333333333333334
NM Coulter-Nile,Rajiv Gandhi International Stadium,3,59,48,7.375
NM Coulter-Nile,Shaheed Veer Narayan Singh International Stadium,4,61,48,7.625
NM Coulter-Nile,Sharjah Cricket Stadium,6,85,96,5.3125
NM Coulter-Nile,Sheikh Zayed Stadium,1,51,24,12.75
NM Coulter-Nile,Wankhede Stadium,2,30,24,7.5
NM Coulter-Nile,Zayed Cricket Stadium,2,59,48,7.375
NT Ellis,Arun Jaitley Stadium,2,26,24,6.5
NT Ellis,Barsapara Cricket Stadium,4,30,24,7.5
NT Ellis,Brabourne Stadium,0,15,12,7.5
NT Ellis,Dubai International Cricket Stadium,0,46,24,11.5
NT Ellis,Eden Gardens,1,29,24,7.25
NT Ellis,Himachal Pradesh Cricket Association Stadium,1,80,48,10.0
NT Ellis,Punjab Cricket Association IS Bindra Stadium,4,102,66,9.272727272727273
NT Ellis,Rajiv Gandhi International Stadium,0,28,18,9.333333333333334
NT Ellis,Sharjah Cricket Stadium,0,32,24,8.0
NT Ellis,Wankhede Stadium,5,84,48,10.5
NT Ellis,Zayed Cricket Stadium,1,12,18,4.0
Navdeep Saini,Arun Jaitley Stadium,1,44,24,11.0
Navdeep Saini,Dr DY Patil Sports Academy,2,36,18,12.0
Navdeep Saini,Dubai International Cricket Stadium,3,177,132,8.045454545454545
Navdeep Saini,Eden Gardens,1,31,24,7.75
Navdeep Saini,Himachal Pradesh Cricket Association Stadium,3,40,24,10.0
Navdeep Saini,M.Chinnaswamy Stadium,10,194,144,8.083333333333334
Navdeep Saini,MA Chidambaram Stadium,0,24,24,6.0
Navdeep Saini,Punjab Cricket Association IS Bindra Stadium,0,23,24,5.75
Navdeep Saini,Sawai Mansingh Stadium,0,35,24,8.75
Navdeep Saini,Sharjah Cricket Stadium,2,93,66,8.454545454545455
Navdeep Saini,Sheikh Zayed Stadium,2,91,64,8.53125
Navdeep Saini,Wankhede Stadium,1,97,48,12.125
Naveen-ul-Haq,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,4,90,72,7.5
Naveen-ul-Haq,Eden Gardens,0,46,24,11.5
Naveen-ul-Haq,MA Chidambaram Stadium,4,38,24,9.5
Naveen-ul-Haq,Punjab Cricket Association IS Bindra Stadium,3,30,24,7.5
Naveen-ul-Haq,Sawai Mansingh Stadium,0,19,24,4.75
Nithish Kumar Reddy,Rajiv Gandhi International Stadium,0,19,12,9.5
Nithish Kumar Reddy,Wankhede Stadium,0,35,18,11.666666666666666
Noor Ahmad,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2,18,24,4.5
Noor Ahmad,Eden Gardens,2,21,24,5.25
Noor Ahmad,M Chinnaswamy Stadium,2,39,24,9.75
Noor Ahmad,MA Chidambaram Stadium,1,29,24,7.25
Noor Ahmad,Narendra Modi Stadium,7,199,145,8.23448275862069
Noor Ahmad,Sawai Mansingh Stadium,2,25,18,8.333333333333334
Noor Ahmad,Wankhede Stadium,0,38,24,9.5
O Thomas,Arun Jaitley Stadium,0,13,6,13.0
O Thomas,Eden Gardens,1,32,24,8.0
O Thomas,Sawai Mansingh Stadium,2,28,24,7.0
OC McCoy,Brabourne Stadium,6,96,70,8.22857142857143
OC McCoy,Eden Gardens,1,40,24,10.0
OC McCoy,Narendra Modi Stadium,3,49,43,6.837209302325581
OC McCoy,Sawai Mansingh Stadium,0,13,6,13.0
OC McCoy,Wankhede Stadium,1,56,18,18.666666666666668
OF Smith,Brabourne Stadium,2,49,30,9.8
OF Smith,Dr DY Patil Sports Academy,0,60,30,12.0
OF Smith,Maharashtra Cricket Association Stadium,4,30,18,10.0
OF Smith,Wankhede Stadium,1,39,12,19.5
P Amarnath,Feroz Shah Kotla,0,35,18,11.666666666666666
P Amarnath,M Chinnaswamy Stadium,2,38,24,9.5
P Amarnath,MA Chidambaram Stadium,4,121,66,11.0
P Amarnath,Punjab Cricket Association Stadium,1,42,24,10.5
P Awana,Barabati Stadium,1,20,12,10.0
P Awana,Eden Gardens,1,33,24,8.25
P Awana,Feroz Shah Kotla,4,43,48,5.375
P Awana,Himachal Pradesh Cricket Association Stadium,4,109,90,7.266666666666667
P Awana,M Chinnaswamy Stadium,3,130,69,11.304347826086957
P Awana,MA Chidambaram Stadium,2,63,48,7.875
P Awana,Punjab Cricket Association Stadium,16,380,270,8.444444444444445
P Awana,Rajiv Gandhi International Stadium,2,27,24,6.75
P Awana,Sawai Mansingh Stadium,1,35,24,8.75
P Awana,Sharjah Cricket Stadium,2,40,24,10.0
P Awana,Sheikh Zayed Stadium,1,35,18,11.666666666666666
P Awana,Subrata Roy Sahara Stadium,2,16,24,4.0
P Awana,Wankhede Stadium,4,98,72,8.166666666666666
P Dubey,Arun Jaitley Stadium,1,19,18,6.333333333333333
P Dubey,Dubai International Cricket Stadium,0,58,36,9.666666666666666
P Dubey,Sheikh Zayed Stadium,0,14,12,7.0
P Kumar,Brabourne Stadium,1,104,72,8.666666666666666
P Kumar,Dr DY Patil Sports Academy,3,75,60,7.5
P Kumar,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,86,60,8.6
P Kumar,Eden Gardens,5,169,144,7.041666666666667
P Kumar,Feroz Shah Kotla,4,171,140,7.328571428571429
P Kumar,Green Park,4,58,60,5.8
P Kumar,Himachal Pradesh Cricket Association Stadium,5,154,150,6.16
P Kumar,Kingsmead,6,123,94,7.851063829787234
P Kumar,M Chinnaswamy Stadium,19,565,392,8.64795918367347
P Kumar,MA Chidambaram Stadium,2,146,90,9.733333333333333
P Kumar,Maharashtra Cricket Association Stadium,1,37,24,9.25
P Kumar,New Wanderers Stadium,4,114,90,7.6
P Kumar,Newlands,3,44,42,6.285714285714286
P Kumar,Punjab Cricket Association IS Bindra Stadium,0,25,24,6.25
P Kumar,Punjab Cricket Association Stadium,16,533,456,7.0131578947368425
P Kumar,Rajiv Gandhi International Stadium,7,156,144,6.5
P Kumar,Saurashtra Cricket Association Stadium,3,180,107,10.093457943925234
P Kumar,Sawai Mansingh Stadium,2,80,72,6.666666666666667
P Kumar,Shaheed Veer Narayan Singh International Stadium,0,34,12,17.0
P Kumar,St George's Park,2,37,24,9.25
P Kumar,Subrata Roy Sahara Stadium,3,58,48,7.25
P Kumar,SuperSport Park,1,76,48,9.5
P Kumar,Wankhede Stadium,9,226,171,7.9298245614035086
P Negi,Eden Gardens,3,56,54,6.222222222222222
P Negi,Feroz Shah Kotla,5,110,66,10.0
P Negi,Holkar Cricket Stadium,0,7,6,7.0
P Negi,JSCA International Stadium Complex,1,42,30,8.4
P Negi,M Chinnaswamy Stadium,5,132,97,8.164948453608247
P Negi,M.Chinnaswamy Stadium,6,107,73,8.794520547945206
